state,district,crop_type,season,land_area_hectares,soil_type,ndvi_current,ndvi_30day_avg,rainfall_mm,avg_temperature_c,past_yield_ton_per_hectare,agri_trust_score
Uttar Pradesh,Kanpur,Rice,Kharif,9.75,Black,0.244,0.657,916.0,24.5,5.19,89.72
Punjab,Ludhiana,Rice,Kharif,3.59,Red,0.576,0.785,635.0,30.8,3.71,84.48
Maharashtra,Pune,Rice,Kharif,4.93,Red,0.522,0.331,654.5,27.5,1.52,65.87
Punjab,Ludhiana,Rice,Kharif,11.12,Black,0.678,0.396,690.1,38.2,2.74,61.44
Uttar Pradesh,Lucknow,Wheat,Kharif,4.79,Alluvial,0.428,0.873,223.6,22.8,3.55,55.34
Karnataka,Belagavi,Wheat,Kharif,14.11,Loamy,0.746,0.845,340.8,21.2,2.92,65.28
Maharashtra,Nagpur,Rice,Kharif,12.45,Red,0.588,0.407,237.8,24.1,4.33,56.49
Uttar Pradesh,Lucknow,Rice,Kharif,9.84,Black,0.214,0.707,83.8,39.9,5.36,32.36
Karnataka,Mysuru,Sugarcane,Kharif,5.66,Alluvial,0.461,0.423,640.1,19.1,5.23,67.07
Haryana,Hisar,Sugarcane,Kharif,11.9,Alluvial,0.589,0.8,271.0,35.1,1.9,49.46
Punjab,Amritsar,Cotton,Rabi,8.18,Black,0.661,0.256,519.4,24.0,5.36,74.31
Uttar Pradesh,Kanpur,Maize,Kharif,3.02,Black,0.245,0.431,269.6,37.2,1.27,20.78
Punjab,Amritsar,Wheat,Rabi,5.88,Loamy,0.711,0.487,315.7,30.2,4.43,70.59
Punjab,Amritsar,Sugarcane,Kharif,9.91,Alluvial,0.818,0.329,848.3,18.0,2.07,69.62
Karnataka,Belagavi,Sugarcane,Rabi,1.54,Alluvial,0.708,0.558,717.1,26.9,2.56,85.19
Haryana,Karnal,Wheat,Rabi,10.5,Black,0.809,0.758,379.2,34.4,2.31,64.98
Punjab,Ludhiana,Wheat,Kharif,4.72,Red,0.564,0.474,961.9,23.4,4.89,94.93
Haryana,Hisar,Rice,Rabi,3.5,Alluvial,0.464,0.206,770.7,30.6,5.09,80.17
Maharashtra,Nagpur,Maize,Rabi,0.55,Loamy,0.378,0.546,637.8,16.6,4.53,58.62
Maharashtra,Pune,Wheat,Rabi,4.57,Black,0.883,0.328,393.0,33.8,4.29,68.61
Maharashtra,Nagpur,Rice,Rabi,1.25,Alluvial,0.41,0.569,492.4,40.0,2.94,43.89
Karnataka,Mysuru,Rice,Rabi,1.83,Black,0.68,0.5,871.6,32.4,1.04,76.28
Uttar Pradesh,Kanpur,Sugarcane,Rabi,2.11,Red,0.351,0.396,279.0,27.4,5.72,63.53
Punjab,Ludhiana,Maize,Rabi,13.14,Loamy,0.224,0.483,795.5,35.4,5.64,73.09
Punjab,Amritsar,Cotton,Rabi,0.97,Black,0.653,0.588,683.5,38.3,4.44,73.33
Maharashtra,Pune,Wheat,Rabi,3.32,Loamy,0.313,0.345,533.4,18.1,5.69,54.9
Maharashtra,Pune,Cotton,Kharif,14.22,Loamy,0.898,0.86,687.4,32.5,1.61,86.35
Maharashtra,Pune,Sugarcane,Kharif,1.71,Black,0.841,0.483,424.0,22.6,3.3,68.41
Uttar Pradesh,Lucknow,Wheat,Rabi,6.03,Black,0.384,0.231,304.6,16.3,5.62,39.15
Uttar Pradesh,Kanpur,Rice,Kharif,8.95,Red,0.587,0.802,146.5,23.7,3.69,57.77
Punjab,Ludhiana,Sugarcane,Rabi,6.29,Black,0.332,0.731,136.4,27.9,1.32,43.11
Karnataka,Belagavi,Cotton,Rabi,7.52,Loamy,0.77,0.868,268.8,21.3,5.7,77.19
Uttar Pradesh,Lucknow,Cotton,Rabi,14.04,Loamy,0.569,0.576,791.7,22.9,3.41,80.75
Maharashtra,Nagpur,Wheat,Kharif,13.34,Loamy,0.496,0.742,973.2,24.0,3.03,91.72
Uttar Pradesh,Lucknow,Maize,Kharif,3.94,Loamy,0.365,0.495,924.4,37.0,3.28,69.77
Karnataka,Mysuru,Wheat,Kharif,1.33,Alluvial,0.648,0.599,157.3,37.7,1.99,36.07
Karnataka,Mysuru,Cotton,Rabi,4.08,Alluvial,0.416,0.82,333.3,33.7,5.95,70.07
Maharashtra,Pune,Cotton,Rabi,2.09,Black,0.497,0.212,81.9,27.1,2.49,37.44
Haryana,Hisar,Cotton,Rabi,1.09,Alluvial,0.825,0.899,222.4,18.0,1.72,51.07
Haryana,Karnal,Rice,Rabi,9.39,Loamy,0.682,0.559,501.9,31.1,3.79,75.69
Haryana,Hisar,Sugarcane,Rabi,9.82,Alluvial,0.564,0.677,477.0,21.0,1.01,51.56
Maharashtra,Nagpur,Sugarcane,Rabi,5.74,Black,0.476,0.341,117.0,34.3,2.25,29.69
Haryana,Hisar,Wheat,Kharif,8.02,Black,0.577,0.378,118.7,33.6,4.79,48.33
Punjab,Amritsar,Maize,Kharif,14.6,Loamy,0.591,0.461,894.3,26.3,2.58,86.42
Haryana,Karnal,Rice,Kharif,8.25,Alluvial,0.411,0.399,420.2,15.0,3.33,36.02
Punjab,Amritsar,Sugarcane,Kharif,5.77,Alluvial,0.896,0.6,499.0,27.4,5.05,95.36
Maharashtra,Pune,Wheat,Kharif,10.82,Loamy,0.719,0.55,501.0,17.8,3.8,62.57
Uttar Pradesh,Kanpur,Cotton,Rabi,13.47,Red,0.418,0.418,266.7,22.9,2.07,38.56
Haryana,Hisar,Sugarcane,Rabi,7.24,Black,0.724,0.355,258.9,38.7,5.77,54.61
Punjab,Amritsar,Maize,Kharif,13.92,Red,0.591,0.375,246.0,18.4,3.12,38.76
Haryana,Karnal,Cotton,Rabi,4.45,Loamy,0.257,0.66,671.1,17.4,2.59,50.8
Karnataka,Belagavi,Rice,Kharif,2.4,Black,0.428,0.604,692.6,34.1,2.59,65.46
Maharashtra,Pune,Wheat,Rabi,1.89,Black,0.546,0.773,785.8,38.4,1.71,65.48
Karnataka,Belagavi,Cotton,Kharif,9.09,Red,0.731,0.334,589.8,35.4,4.84,72.83
Uttar Pradesh,Kanpur,Rice,Rabi,5.4,Black,0.275,0.688,247.0,38.2,2.08,29.17
Punjab,Ludhiana,Cotton,Kharif,10.78,Black,0.259,0.719,708.8,21.3,2.26,60.38
Maharashtra,Pune,Cotton,Rabi,14.49,Alluvial,0.607,0.836,818.1,37.4,1.06,69.55
Haryana,Karnal,Maize,Rabi,6.24,Alluvial,0.39,0.404,167.1,35.1,1.05,23.16
Haryana,Hisar,Cotton,Kharif,2.27,Loamy,0.328,0.866,850.3,24.7,4.19,90.0
Haryana,Hisar,Wheat,Kharif,2.57,Black,0.331,0.824,57.0,35.4,3.58,38.14
Punjab,Ludhiana,Maize,Kharif,9.56,Alluvial,0.874,0.782,490.4,33.4,1.64,72.06
Haryana,Hisar,Sugarcane,Kharif,0.87,Red,0.709,0.782,168.8,18.4,5.11,59.15
Haryana,Karnal,Maize,Kharif,1.9,Red,0.4,0.809,118.7,36.9,3.62,40.46
Karnataka,Mysuru,Maize,Rabi,13.75,Loamy,0.783,0.378,364.7,27.5,1.07,59.44
Uttar Pradesh,Lucknow,Wheat,Kharif,11.85,Black,0.416,0.65,888.1,25.1,1.33,76.07
Uttar Pradesh,Kanpur,Rice,Rabi,4.57,Loamy,0.489,0.298,531.9,31.6,4.93,68.61
Maharashtra,Pune,Cotton,Rabi,0.69,Loamy,0.343,0.678,776.2,36.0,2.46,64.07
Punjab,Ludhiana,Sugarcane,Rabi,9.15,Alluvial,0.286,0.874,166.7,21.4,5.07,52.34
Karnataka,Belagavi,Maize,Rabi,7.04,Alluvial,0.566,0.561,707.0,16.2,4.55,68.34
Maharashtra,Pune,Maize,Rabi,7.37,Alluvial,0.723,0.763,749.7,38.1,3.23,77.81
Haryana,Karnal,Rice,Kharif,8.59,Loamy,0.329,0.227,84.2,35.8,3.96,25.6
Punjab,Ludhiana,Wheat,Rabi,10.6,Alluvial,0.417,0.811,370.1,30.5,2.43,60.53
Uttar Pradesh,Lucknow,Rice,Kharif,4.54,Loamy,0.265,0.348,276.8,37.9,1.39,18.97
Punjab,Amritsar,Wheat,Kharif,14.97,Alluvial,0.727,0.88,797.7,39.1,4.54,87.83
Punjab,Ludhiana,Wheat,Rabi,5.76,Loamy,0.555,0.453,794.3,39.4,3.92,67.27
Uttar Pradesh,Kanpur,Wheat,Kharif,11.55,Black,0.564,0.343,568.0,34.1,5.48,71.92
Haryana,Hisar,Rice,Kharif,9.32,Alluvial,0.228,0.733,144.6,24.9,1.52,34.93
Uttar Pradesh,Lucknow,Cotton,Kharif,4.62,Red,0.284,0.272,123.6,29.8,1.95,29.07
Uttar Pradesh,Kanpur,Maize,Kharif,0.89,Black,0.587,0.348,322.7,37.8,3.51,43.33
Haryana,Karnal,Rice,Kharif,13.79,Alluvial,0.472,0.617,525.7,39.5,5.16,61.03
Punjab,Amritsar,Sugarcane,Kharif,2.01,Alluvial,0.602,0.603,954.6,26.1,4.45,100.0
Uttar Pradesh,Lucknow,Rice,Kharif,8.33,Alluvial,0.546,0.559,205.8,26.6,4.03,60.73
Punjab,Ludhiana,Rice,Rabi,13.38,Alluvial,0.371,0.602,779.9,22.2,3.05,70.68
Punjab,Ludhiana,Cotton,Kharif,6.77,Red,0.586,0.783,812.2,17.5,5.67,88.05
Karnataka,Belagavi,Sugarcane,Rabi,10.36,Alluvial,0.386,0.431,571.2,20.0,1.1,42.34
Punjab,Amritsar,Maize,Rabi,14.78,Loamy,0.739,0.876,538.6,26.8,4.78,96.19
Uttar Pradesh,Lucknow,Rice,Kharif,6.96,Red,0.371,0.569,311.5,36.6,4.04,45.78
Maharashtra,Nagpur,Maize,Rabi,5.14,Black,0.468,0.641,470.0,30.7,1.73,59.16
Haryana,Hisar,Wheat,Rabi,7.1,Red,0.723,0.397,68.9,28.5,5.78,66.58
Maharashtra,Nagpur,Rice,Rabi,10.93,Loamy,0.594,0.882,704.4,37.4,4.5,81.76
Haryana,Karnal,Maize,Rabi,11.01,Alluvial,0.211,0.403,659.4,19.6,2.51,46.18
Maharashtra,Nagpur,Rice,Kharif,8.36,Red,0.398,0.426,384.0,16.6,5.93,50.63
Uttar Pradesh,Lucknow,Sugarcane,Rabi,7.97,Black,0.293,0.886,294.9,26.5,2.08,54.55
Punjab,Amritsar,Cotton,Kharif,6.52,Black,0.503,0.527,719.6,22.7,2.58,69.06
Maharashtra,Nagpur,Rice,Rabi,8.63,Alluvial,0.357,0.557,544.8,29.8,1.3,56.56
Uttar Pradesh,Lucknow,Rice,Rabi,4.09,Red,0.273,0.739,354.1,36.0,5.16,55.53
Uttar Pradesh,Lucknow,Maize,Kharif,2.05,Black,0.265,0.699,116.1,27.4,3.36,48.15
Karnataka,Belagavi,Rice,Kharif,2.42,Loamy,0.289,0.771,922.4,34.4,5.88,92.11
Karnataka,Mysuru,Rice,Rabi,9.0,Red,0.254,0.381,139.5,22.9,5.38,42.09
Maharashtra,Pune,Cotton,Kharif,3.88,Black,0.851,0.807,67.3,18.2,3.48,51.12
Uttar Pradesh,Lucknow,Wheat,Rabi,1.51,Black,0.308,0.735,737.8,29.1,3.34,80.55
Haryana,Hisar,Maize,Rabi,9.82,Black,0.521,0.805,929.7,15.6,1.26,66.34
Punjab,Amritsar,Wheat,Kharif,13.47,Loamy,0.567,0.296,586.9,30.7,5.29,77.64
Uttar Pradesh,Lucknow,Maize,Kharif,14.72,Alluvial,0.652,0.812,618.8,32.2,4.44,87.86
Uttar Pradesh,Lucknow,Sugarcane,Kharif,13.47,Red,0.85,0.883,942.1,21.8,3.55,100.0
Maharashtra,Pune,Rice,Kharif,14.24,Loamy,0.818,0.371,140.8,26.0,4.38,62.84
Haryana,Karnal,Cotton,Rabi,12.91,Black,0.536,0.779,826.3,37.9,2.49,72.2
Karnataka,Mysuru,Maize,Kharif,6.76,Red,0.78,0.531,837.8,33.2,2.05,82.31
Karnataka,Mysuru,Cotton,Kharif,7.1,Black,0.22,0.47,781.9,35.5,4.49,66.0
Uttar Pradesh,Lucknow,Sugarcane,Rabi,7.59,Black,0.759,0.598,898.5,30.9,4.45,100.0
Haryana,Hisar,Rice,Kharif,8.3,Black,0.449,0.885,718.7,35.8,1.2,64.18
Uttar Pradesh,Kanpur,Rice,Rabi,12.3,Black,0.203,0.551,719.6,18.9,4.25,59.91
Karnataka,Mysuru,Wheat,Rabi,13.45,Black,0.764,0.646,891.1,32.0,5.09,100.0
Uttar Pradesh,Kanpur,Rice,Kharif,2.33,Loamy,0.234,0.815,125.8,18.7,1.11,21.8
Uttar Pradesh,Kanpur,Sugarcane,Rabi,13.36,Red,0.488,0.46,332.0,18.8,1.69,35.23
Punjab,Ludhiana,Cotton,Kharif,4.95,Loamy,0.873,0.605,988.2,24.3,3.29,100.0
Uttar Pradesh,Lucknow,Rice,Kharif,10.79,Red,0.674,0.611,734.6,25.5,5.23,96.75
Uttar Pradesh,Lucknow,Wheat,Kharif,1.87,Alluvial,0.5,0.888,362.4,36.9,5.22,66.12
Maharashtra,Nagpur,Sugarcane,Rabi,1.6,Red,0.524,0.892,781.1,39.1,4.9,81.99
Karnataka,Mysuru,Wheat,Kharif,12.39,Red,0.435,0.267,795.7,26.4,3.46,75.79
Karnataka,Mysuru,Maize,Rabi,5.43,Loamy,0.618,0.847,924.4,22.2,4.68,100.0
Maharashtra,Pune,Sugarcane,Rabi,11.54,Alluvial,0.275,0.282,625.3,39.6,2.21,35.79
Punjab,Amritsar,Cotton,Rabi,1.41,Loamy,0.752,0.571,77.6,16.0,4.06,40.77
Maharashtra,Pune,Maize,Rabi,9.35,Red,0.357,0.629,646.9,33.4,4.1,70.27
Punjab,Ludhiana,Maize,Rabi,8.31,Loamy,0.67,0.27,411.5,34.2,4.53,61.03
Karnataka,Belagavi,Maize,Kharif,14.94,Red,0.828,0.215,865.7,38.0,2.77,71.49
Haryana,Karnal,Sugarcane,Kharif,5.43,Loamy,0.426,0.497,188.3,35.8,2.74,34.85
Haryana,Hisar,Cotton,Kharif,14.92,Loamy,0.318,0.301,528.2,31.0,1.86,48.37
Haryana,Karnal,Sugarcane,Rabi,2.16,Red,0.718,0.739,970.6,34.3,2.22,90.64
Karnataka,Mysuru,Rice,Rabi,5.02,Black,0.834,0.61,254.1,37.2,5.97,68.59
Maharashtra,Nagpur,Wheat,Rabi,10.53,Loamy,0.254,0.764,182.4,25.5,5.41,59.16
Haryana,Karnal,Sugarcane,Rabi,6.47,Loamy,0.251,0.484,87.9,35.9,2.05,19.73
Haryana,Karnal,Rice,Rabi,9.44,Alluvial,0.423,0.674,950.5,31.0,4.76,96.98
Punjab,Ludhiana,Wheat,Kharif,4.59,Red,0.683,0.835,960.9,15.6,5.95,97.78
Punjab,Amritsar,Cotton,Kharif,3.85,Black,0.476,0.319,520.2,26.8,5.78,77.15
Karnataka,Belagavi,Maize,Kharif,13.22,Alluvial,0.346,0.547,380.4,25.0,2.8,52.8
Maharashtra,Pune,Sugarcane,Rabi,14.75,Alluvial,0.242,0.542,785.4,18.8,4.06,63.19
Punjab,Ludhiana,Sugarcane,Rabi,5.27,Black,0.619,0.328,320.6,25.4,2.77,54.55
Uttar Pradesh,Kanpur,Rice,Rabi,3.02,Loamy,0.596,0.839,969.9,31.4,5.92,100.0
Punjab,Amritsar,Cotton,Kharif,10.96,Red,0.243,0.528,836.3,26.3,1.75,68.87
Punjab,Amritsar,Wheat,Kharif,6.69,Red,0.471,0.736,889.6,32.5,2.71,83.92
Haryana,Hisar,Rice,Kharif,7.49,Alluvial,0.23,0.524,448.0,34.5,2.77,44.4
Haryana,Karnal,Rice,Kharif,11.14,Alluvial,0.896,0.773,577.9,27.1,5.18,100.0
Punjab,Ludhiana,Rice,Rabi,3.21,Red,0.272,0.412,867.5,15.4,2.46,50.3
Haryana,Hisar,Sugarcane,Kharif,10.62,Red,0.575,0.82,289.4,24.5,4.89,72.55
Maharashtra,Pune,Sugarcane,Kharif,5.86,Alluvial,0.822,0.525,540.3,23.3,2.38,71.41
Maharashtra,Pune,Maize,Rabi,3.27,Black,0.686,0.622,225.3,21.8,3.04,53.63
Punjab,Amritsar,Rice,Kharif,0.76,Loamy,0.388,0.463,888.1,38.8,4.58,70.86
Karnataka,Belagavi,Maize,Rabi,14.28,Red,0.281,0.442,904.1,33.1,1.15,61.64
Maharashtra,Pune,Rice,Rabi,14.77,Red,0.789,0.752,363.7,28.4,1.69,72.25
Punjab,Amritsar,Rice,Rabi,13.82,Loamy,0.801,0.339,881.9,20.2,4.13,85.66
Karnataka,Belagavi,Maize,Rabi,8.55,Black,0.746,0.282,434.3,16.0,4.41,52.92
Uttar Pradesh,Kanpur,Maize,Kharif,11.54,Red,0.868,0.46,837.9,19.8,5.04,92.57
Karnataka,Belagavi,Wheat,Rabi,4.41,Black,0.399,0.287,925.8,19.3,3.86,69.33
Karnataka,Mysuru,Sugarcane,Kharif,7.84,Red,0.581,0.53,305.5,16.4,3.04,40.86
Karnataka,Belagavi,Sugarcane,Rabi,8.24,Loamy,0.294,0.853,899.8,19.7,2.72,73.6
Haryana,Hisar,Rice,Kharif,4.14,Black,0.841,0.797,600.8,28.0,5.65,100.0
Karnataka,Mysuru,Rice,Kharif,8.81,Alluvial,0.306,0.418,810.2,28.1,1.94,71.17
Karnataka,Belagavi,Maize,Kharif,12.19,Black,0.499,0.279,462.0,26.4,3.75,63.09
Punjab,Amritsar,Sugarcane,Kharif,8.29,Alluvial,0.508,0.74,540.8,30.2,4.62,82.02
Punjab,Amritsar,Sugarcane,Rabi,0.75,Black,0.484,0.848,385.5,26.5,5.91,83.97
Maharashtra,Pune,Rice,Kharif,8.29,Alluvial,0.861,0.487,695.7,39.5,5.15,79.84
Uttar Pradesh,Kanpur,Wheat,Rabi,12.95,Black,0.827,0.869,885.6,29.5,3.22,100.0
Karnataka,Belagavi,Maize,Kharif,8.09,Loamy,0.576,0.416,481.8,32.9,3.01,59.9
Karnataka,Mysuru,Maize,Rabi,14.63,Loamy,0.473,0.837,264.3,19.7,4.08,54.49
Haryana,Hisar,Maize,Kharif,8.59,Red,0.403,0.78,688.4,39.3,2.27,56.78
Haryana,Hisar,Cotton,Kharif,9.06,Loamy,0.51,0.513,394.6,15.4,3.61,43.26
Maharashtra,Nagpur,Wheat,Kharif,12.02,Alluvial,0.777,0.348,508.1,27.1,5.45,86.75
Punjab,Amritsar,Rice,Kharif,8.03,Red,0.767,0.499,716.5,25.9,3.09,86.39
Haryana,Hisar,Sugarcane,Kharif,13.36,Loamy,0.666,0.653,284.1,24.9,4.42,69.74
Karnataka,Mysuru,Maize,Rabi,9.11,Alluvial,0.48,0.785,743.4,33.7,1.98,72.09
Punjab,Ludhiana,Sugarcane,Rabi,10.41,Black,0.612,0.79,320.3,29.4,1.62,62.48
Uttar Pradesh,Kanpur,Rice,Kharif,13.89,Loamy,0.719,0.421,775.2,15.6,3.63,67.8
Uttar Pradesh,Lucknow,Wheat,Kharif,11.73,Alluvial,0.625,0.216,934.5,32.2,1.17,71.45
Maharashtra,Nagpur,Wheat,Rabi,7.27,Alluvial,0.494,0.823,465.5,16.9,5.73,67.59
Maharashtra,Nagpur,Cotton,Rabi,11.97,Loamy,0.253,0.248,560.5,19.0,1.04,30.28
Karnataka,Belagavi,Sugarcane,Rabi,1.62,Black,0.344,0.701,818.5,26.3,3.53,84.74
Maharashtra,Nagpur,Cotton,Kharif,8.39,Alluvial,0.718,0.624,422.5,18.0,4.9,66.35
Karnataka,Belagavi,Rice,Rabi,11.21,Black,0.835,0.845,558.4,27.8,2.33,89.52
Maharashtra,Nagpur,Rice,Rabi,8.27,Loamy,0.607,0.836,416.7,38.2,4.26,63.88
Karnataka,Mysuru,Cotton,Rabi,5.82,Alluvial,0.733,0.54,241.0,18.1,2.73,45.06
Punjab,Ludhiana,Sugarcane,Rabi,6.9,Loamy,0.516,0.41,592.8,18.7,4.92,63.95
Karnataka,Mysuru,Cotton,Rabi,12.62,Alluvial,0.626,0.472,528.0,34.2,5.39,74.66
Karnataka,Mysuru,Wheat,Kharif,7.78,Loamy,0.804,0.67,850.3,21.3,5.44,100.0
Haryana,Hisar,Sugarcane,Rabi,8.6,Red,0.581,0.344,710.6,33.5,2.3,64.97
Uttar Pradesh,Kanpur,Wheat,Kharif,11.53,Loamy,0.517,0.755,780.6,31.7,5.27,94.95
Maharashtra,Pune,Rice,Rabi,3.37,Red,0.583,0.898,587.7,16.1,4.98,73.34
Maharashtra,Nagpur,Maize,Rabi,11.33,Alluvial,0.594,0.258,226.3,20.5,2.29,35.0
Punjab,Ludhiana,Maize,Kharif,11.66,Red,0.623,0.893,302.1,16.6,1.16,42.23
Punjab,Ludhiana,Cotton,Rabi,13.62,Alluvial,0.689,0.46,222.2,38.1,1.52,34.12
Haryana,Hisar,Rice,Kharif,9.86,Alluvial,0.362,0.841,435.7,31.9,4.64,70.88
Uttar Pradesh,Kanpur,Wheat,Rabi,6.07,Alluvial,0.53,0.808,444.1,28.4,1.1,65.66
Uttar Pradesh,Kanpur,Cotton,Kharif,10.49,Loamy,0.246,0.528,679.5,34.1,3.27,59.94
Karnataka,Mysuru,Wheat,Rabi,13.41,Alluvial,0.53,0.721,183.0,31.8,2.18,49.02
Uttar Pradesh,Lucknow,Wheat,Kharif,1.84,Alluvial,0.368,0.27,707.3,15.7,4.09,50.84
Maharashtra,Nagpur,Rice,Rabi,3.77,Alluvial,0.63,0.22,935.2,28.1,1.22,80.21
Karnataka,Mysuru,Cotton,Rabi,10.21,Red,0.529,0.469,163.2,21.1,1.5,32.1
Haryana,Karnal,Maize,Rabi,5.47,Loamy,0.358,0.648,484.2,25.0,3.96,66.74
Karnataka,Belagavi,Rice,Kharif,12.74,Alluvial,0.269,0.895,430.4,19.1,5.06,60.81
Haryana,Hisar,Rice,Rabi,6.58,Alluvial,0.608,0.303,777.2,33.6,5.52,84.11
Maharashtra,Nagpur,Cotton,Rabi,10.22,Black,0.826,0.24,617.1,29.2,1.18,69.26
Punjab,Amritsar,Rice,Rabi,9.79,Red,0.528,0.801,375.3,21.7,5.92,74.27
Haryana,Karnal,Cotton,Kharif,2.1,Alluvial,0.219,0.392,305.9,35.5,4.55,40.51
Punjab,Amritsar,Wheat,Kharif,10.63,Black,0.9,0.697,773.6,38.5,1.57,74.45
Punjab,Ludhiana,Sugarcane,Kharif,3.56,Black,0.553,0.676,285.1,30.0,2.29,57.96
Karnataka,Belagavi,Maize,Kharif,7.65,Red,0.409,0.311,95.0,19.9,3.91,30.19
Maharashtra,Nagpur,Cotton,Rabi,11.36,Loamy,0.414,0.866,728.6,23.2,2.45,75.22
Punjab,Ludhiana,Rice,Kharif,4.58,Alluvial,0.565,0.394,249.8,17.2,1.78,29.41
Uttar Pradesh,Lucknow,Sugarcane,Rabi,3.45,Red,0.592,0.426,832.1,34.6,5.46,87.08
Maharashtra,Nagpur,Maize,Kharif,6.79,Alluvial,0.334,0.542,431.2,34.9,4.82,57.1
Maharashtra,Pune,Rice,Kharif,14.05,Red,0.404,0.815,318.9,35.2,2.05,46.31
Maharashtra,Nagpur,Cotton,Rabi,6.39,Loamy,0.806,0.857,993.1,39.0,1.03,82.44
Karnataka,Belagavi,Rice,Kharif,13.44,Black,0.331,0.634,921.5,26.6,1.52,78.31
Karnataka,Mysuru,Sugarcane,Rabi,12.0,Alluvial,0.892,0.825,445.1,34.6,5.56,88.7
Haryana,Hisar,Sugarcane,Rabi,12.09,Black,0.39,0.223,541.2,19.9,4.79,54.03
Haryana,Karnal,Sugarcane,Rabi,5.76,Loamy,0.855,0.596,172.0,27.5,4.27,73.77
Punjab,Amritsar,Maize,Rabi,2.75,Black,0.252,0.717,805.4,25.2,2.98,76.31
Punjab,Amritsar,Sugarcane,Kharif,7.55,Red,0.485,0.655,388.3,39.1,5.68,58.96
Uttar Pradesh,Lucknow,Wheat,Kharif,8.28,Black,0.719,0.687,896.1,32.9,5.99,100.0
Maharashtra,Pune,Maize,Kharif,10.53,Loamy,0.428,0.75,905.4,20.5,4.13,84.65
Maharashtra,Pune,Rice,Rabi,14.76,Loamy,0.814,0.312,570.1,23.7,3.17,72.05
Karnataka,Mysuru,Wheat,Rabi,10.63,Loamy,0.314,0.209,212.7,36.0,1.11,16.4
Uttar Pradesh,Lucknow,Cotton,Kharif,7.53,Black,0.668,0.459,252.5,37.1,5.91,58.83
Punjab,Amritsar,Rice,Rabi,14.66,Alluvial,0.542,0.24,940.4,29.7,4.5,91.09
Uttar Pradesh,Kanpur,Maize,Rabi,4.39,Black,0.529,0.254,720.6,24.8,2.36,66.29
Karnataka,Belagavi,Sugarcane,Rabi,0.82,Loamy,0.317,0.882,646.8,26.3,1.39,69.03
Punjab,Amritsar,Wheat,Rabi,13.94,Red,0.479,0.423,892.8,16.2,1.68,56.78
Punjab,Amritsar,Sugarcane,Kharif,11.02,Loamy,0.35,0.748,190.2,26.8,4.95,62.81
Punjab,Ludhiana,Wheat,Kharif,12.71,Loamy,0.704,0.781,240.5,37.2,2.61,50.84
Punjab,Ludhiana,Wheat,Rabi,13.59,Alluvial,0.78,0.702,80.9,24.3,4.16,62.29
Karnataka,Belagavi,Maize,Kharif,12.22,Red,0.844,0.499,396.8,35.1,3.65,65.91
Punjab,Amritsar,Maize,Rabi,12.75,Red,0.337,0.853,288.0,33.3,2.42,49.02
Punjab,Amritsar,Wheat,Rabi,13.3,Black,0.415,0.684,765.3,18.8,3.0,66.49
Haryana,Hisar,Cotton,Rabi,10.45,Black,0.351,0.697,938.3,29.1,4.06,94.72
Punjab,Ludhiana,Cotton,Kharif,14.7,Loamy,0.617,0.707,473.1,16.5,4.99,64.88
Punjab,Amritsar,Maize,Kharif,13.0,Red,0.31,0.56,617.3,26.4,2.7,66.02
Haryana,Hisar,Rice,Kharif,5.7,Loamy,0.596,0.367,989.2,27.5,1.97,88.34
Punjab,Ludhiana,Sugarcane,Rabi,10.35,Black,0.584,0.319,826.6,24.2,2.47,74.5
Haryana,Karnal,Wheat,Rabi,11.24,Red,0.786,0.238,787.2,30.3,1.35,74.97
Maharashtra,Nagpur,Wheat,Rabi,8.42,Black,0.868,0.328,625.7,20.3,4.07,74.81
Haryana,Karnal,Wheat,Rabi,12.88,Loamy,0.254,0.44,702.8,27.5,1.95,63.78
Karnataka,Belagavi,Maize,Kharif,3.31,Black,0.412,0.635,454.8,37.2,2.17,45.48
Haryana,Karnal,Wheat,Kharif,12.74,Alluvial,0.736,0.465,504.8,19.7,2.46,58.33
Punjab,Amritsar,Wheat,Kharif,7.25,Loamy,0.261,0.24,405.6,26.6,4.05,52.87
Uttar Pradesh,Lucknow,Cotton,Rabi,12.8,Alluvial,0.574,0.291,807.7,32.7,3.64,76.55
Maharashtra,Pune,Rice,Rabi,3.48,Loamy,0.346,0.306,569.3,38.0,5.96,58.03
Karnataka,Belagavi,Rice,Rabi,1.2,Loamy,0.721,0.722,687.2,31.1,2.22,82.55
Haryana,Hisar,Wheat,Rabi,6.22,Alluvial,0.737,0.857,456.0,34.4,3.35,73.97
Maharashtra,Pune,Cotton,Kharif,8.14,Alluvial,0.354,0.759,253.0,21.7,2.17,42.27
Uttar Pradesh,Kanpur,Wheat,Rabi,7.07,Loamy,0.812,0.599,884.4,19.9,1.83,80.56
Uttar Pradesh,Lucknow,Sugarcane,Rabi,1.22,Red,0.55,0.377,915.5,25.0,4.17,89.3
Maharashtra,Pune,Wheat,Kharif,3.51,Alluvial,0.478,0.278,80.2,31.4,4.05,41.14
Punjab,Amritsar,Maize,Rabi,6.67,Red,0.289,0.407,591.2,31.4,3.31,59.6
Haryana,Hisar,Cotton,Kharif,12.12,Red,0.385,0.347,794.7,32.1,4.4,75.68
Punjab,Amritsar,Rice,Kharif,8.77,Alluvial,0.898,0.886,561.2,26.4,3.31,94.99
